content,aspect,sentiment,from,to
"i had the salmon dish and while it was fine, for the price paid, i expected it to have some type of flavor .",flavor,0,100,106
their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,2,40,49
we took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,2,26,47
"for authentic thai food , look no further than toons.",thai food,2,14,23
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,0,20,24
"in fact, two people could really share one plate .",plate,2,43,48
"other than the crappy service from two individuals, it's great.",service,0,22,29
my suggestion is to eat family style because you'll want to try the other dishes .,dishes,1,74,80
"nice ambiance, nice little bar , good bartender, francois, and good service.",bar,2,27,30
"the vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,2,4,8
i'd call it an 'italian dinner '.,dinner,1,24,30
"besides, when you have bad service , that's less money you have to tip.",service,0,27,34
there are much better places in ny with better prices .,prices,0,47,53
"disappointing food , lousy service.",food,0,14,18
the waitresses are nice--also you can just get counter service sit.,counter service,2,47,62
this place has many different styles of pizza and they are all amazing.,styles of pizza,2,30,45
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,1,6,13
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,2,4,8
great place to go for a drink too because they have 100 kinds of beer .,kinds of beer,2,56,69
"great spot, whether looking for a couple of drinks or quiet dinner.",drinks,2,44,50
"oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,0,29,35
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,0,41,58
"my wife and i also enjoyed the spinach, the shanghai low mein , and other attractions.",shanghai low mein,2,44,61
"the staff is excellent, specjal: that girl behind the bar, european chic.",staff,2,4,9
winnie and her staff are the best crew you can find serving you.,crew,2,34,38
the staff is no nonsense.,staff,2,4,9
"while the prices are nothing special, the portions are huge.",prices,1,10,16
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,1,62,70
"because we didn't have a reservation , we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,0,25,36
"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings , assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,2,113,127
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate .",plate,2,120,125
i care more about the food and ambience .,ambience,1,31,39
i loved everythig about it-especially the shows and actors.,shows,2,42,47
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,lobster bisque,2,92,106
the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables .,assortment of fresh mushrooms and vegetables,2,125,169
"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,2,4,9
"if you're looking for perfect traditional sushi , go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,2,42,47
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",classical furniture,2,57,76
big wong gets big ups for a fine establishment .,establishment,2,33,46
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,0,19,33
"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,0,29,34
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,0,50,54
"we actually gave 10% tip (which we have never done despite mediocre food and service ), because we felt totally ripped off.",service,1,77,84
"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.",service,0,74,81
beef noodle soup is good as well.,beef noodle soup,2,0,16
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,0,4,34
i particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,2,26,40
sometimes i get good food and ok service .,service,1,33,40
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits , large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",sardines with biscuits,2,77,99
"we love the food, drinks, and atmosphere !",atmosphere,2,30,40
i'm happy to have nosh in the neighborhood and the food is very comforting.,food,2,51,55
veal parmigana - better than patsy's!,veal parmigana,2,0,14
"some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",workers,0,12,19
"not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner .",dinner,2,81,87
"stick with the chicken, beef, and lamb dishes .",lamb dishes,2,34,45
"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",dessert menu,1,40,52
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,2,31,47
"great selection of wine , and seafood.",selection of wine,2,6,23
"($200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks).",glasses of champagne,0,12,32
get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,nosh (pastrami sandwich),2,19,43
"an oasis of refinement:  food, though somewhat uneven, often reaches the pinnacles of new american fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,2,186,197
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan spicy soft shell crab,2,171,200
